"","Date","Time_Type","Hour","Central Western","Eastern","Kwun Tong","Sham Shui Po","Kwai Chung","Tsuen Wan","Tseung Kwan O","Yuen Long","Tuen Mun","Tung Chung","Tai Po","Sha Tin","Tap Mun","Causeway Bay","Central","Mong Kok"
"668","2019-10-26","Hourly",18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"669","2019-10-26","Hourly",19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"670","2019-10-26","Hourly",20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"671","2019-10-26","Hourly",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"672","2019-10-26","Hourly",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"673","2019-10-26","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"674","2019-10-26","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"675","2019-10-26","Daily Max",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"676","2019-10-26","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"677","2019-10-27","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"678","2019-10-27","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"679","2019-10-27","Hourly",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"680","2019-10-27","Hourly",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"681","2019-10-27","Hourly",5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"682","2019-10-27","Hourly",6,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"683","2019-10-27","Hourly",7,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2
"684","2019-10-27","Hourly",8,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2
"685","2019-10-27","Hourly",9,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2
"686","2019-10-27","Hourly",10,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"687","2019-10-27","Hourly",11,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"688","2019-10-27","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"689","2019-10-27","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"690","2019-10-27","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"691","2019-10-27","Hourly",15,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
"692","2019-10-27","Hourly",16,2,2,2,2,2,2,2,4,3,2,2,2,2,2,3,2
"693","2019-10-27","Hourly",17,3,2,2,2,2,2,2,4,4,3,2,2,3,2,3,2
"694","2019-10-27","Hourly",18,2,2,2,2,2,2,2,3,4,3,3,2,2,2,3,2
"695","2019-10-27","Hourly",19,2,2,2,2,2,2,2,3,4,3,2,2,2,2,2,2
"696","2019-10-27","Hourly",20,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
"697","2019-10-27","Hourly",21,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2
"698","2019-10-27","Hourly",22,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
"699","2019-10-27","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"700","2019-10-27","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"701","2019-10-27","Daily Max",NA,3,2,2,2,2,2,2,4,4,3,3,2,3,2,3,2
"702","2019-10-27","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"703","2019-10-28","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"704","2019-10-28","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"705","2019-10-28","Hourly",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"706","2019-10-28","Hourly",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"707","2019-10-28","Hourly",5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"708","2019-10-28","Hourly",6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"709","2019-10-28","Hourly",7,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"710","2019-10-28","Hourly",8,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"711","2019-10-28","Hourly",9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"712","2019-10-28","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"713","2019-10-28","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"714","2019-10-28","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"715","2019-10-28","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"716","2019-10-28","Hourly",14,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2
"717","2019-10-28","Hourly",15,3,2,2,2,2,2,2,4,4,4,2,2,2,2,3,2
"718","2019-10-28","Hourly",16,4,2,2,2,3,3,2,3,4,3,2,2,2,2,4,3
"719","2019-10-28","Hourly",17,4,2,2,2,3,3,2,2,2,2,2,2,2,3,4,3
"720","2019-10-28","Hourly",18,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2
"721","2019-10-28","Hourly",19,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"722","2019-10-28","Hourly",20,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2
"723","2019-10-28","Hourly",21,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2
"724","2019-10-28","Hourly",22,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1
"725","2019-10-28","Hourly",23,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
"726","2019-10-28","Hourly",24,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
"727","2019-10-28","Daily Max",NA,4,2,2,2,3,3,2,4,4,4,2,2,2,3,4,3
"728","2019-10-28","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"729","2019-10-29","Hourly",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"730","2019-10-29","Hourly",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"731","2019-10-29","Hourly",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"732","2019-10-29","Hourly",4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"733","2019-10-29","Hourly",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"734","2019-10-29","Hourly",6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"735","2019-10-29","Hourly",7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"736","2019-10-29","Hourly",8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"737","2019-10-29","Hourly",9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"738","2019-10-29","Hourly",10,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1
"739","2019-10-29","Hourly",11,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,1
"740","2019-10-29","Hourly",12,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"741","2019-10-29","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"742","2019-10-29","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"743","2019-10-29","Hourly",15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"744","2019-10-29","Hourly",16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"745","2019-10-29","Hourly",17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"746","2019-10-29","Hourly",18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"747","2019-10-29","Hourly",19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"748","2019-10-29","Hourly",20,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"749","2019-10-29","Hourly",21,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"750","2019-10-29","Hourly",22,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
"751","2019-10-29","Hourly",23,2,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2
"752","2019-10-29","Hourly",24,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2
"753","2019-10-29","Daily Max",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"754","2019-10-29","Daily Mean",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"755","2019-10-30","Hourly",1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1
"756","2019-10-30","Hourly",2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1
"757","2019-10-30","Hourly",3,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1
"758","2019-10-30","Hourly",4,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1
"759","2019-10-30","Hourly",5,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1
"760","2019-10-30","Hourly",6,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1
"761","2019-10-30","Hourly",7,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1
"762","2019-10-30","Hourly",8,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1
"763","2019-10-30","Hourly",9,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1
"764","2019-10-30","Hourly",10,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2
"765","2019-10-30","Hourly",11,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"766","2019-10-30","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"767","2019-10-30","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"768","2019-10-30","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"769","2019-10-30","Hourly",15,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"770","2019-10-30","Hourly",16,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
"771","2019-10-30","Hourly",17,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
"772","2019-10-30","Hourly",18,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
"773","2019-10-30","Hourly",19,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
"774","2019-10-30","Hourly",20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"775","2019-10-30","Hourly",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"776","2019-10-30","Hourly",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"777","2019-10-30","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"778","2019-10-30","Hourly",24,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"779","2019-10-30","Daily Max",NA,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
"780","2019-10-30","Daily Mean",NA,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"781","2019-10-31","Hourly",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"782","2019-10-31","Hourly",2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"783","2019-10-31","Hourly",3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"784","2019-10-31","Hourly",4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"785","2019-10-31","Hourly",5,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"786","2019-10-31","Hourly",6,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"787","2019-10-31","Hourly",7,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"788","2019-10-31","Hourly",8,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"789","2019-10-31","Hourly",9,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"790","2019-10-31","Hourly",10,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"791","2019-10-31","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"792","2019-10-31","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"793","2019-10-31","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"794","2019-10-31","Hourly",14,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
"795","2019-10-31","Hourly",15,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2
"796","2019-10-31","Hourly",16,3,3,3,3,3,2,3,4,4,3,3,3,3,3,3,3
"797","2019-10-31","Hourly",17,3,3,3,3,3,2,3,4,4,3,4,3,3,3,3,3
"798","2019-10-31","Hourly",18,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3
"799","2019-10-31","Hourly",19,3,3,3,3,3,3,3,4,4,2,3,3,3,3,4,3
"800","2019-10-31","Hourly",20,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3
"801","2019-10-31","Hourly",21,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2
"802","2019-10-31","Hourly",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"803","2019-10-31","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"804","2019-10-31","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"805","2019-10-31","Daily Max",NA,3,3,3,3,3,3,3,4,4,3,4,3,3,3,4,3
"806","2019-10-31","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
