"","Date","Time_Type","Hour","Central Western","Eastern","Kwun Tong","Sham Shui Po","Kwai Chung","Tsuen Wan","Tseung Kwan O","Yuen Long","Tuen Mun","Tung Chung","Tai Po","Sha Tin","Tap Mun","Causeway Bay","Central","Mong Kok"
"387","2019-10-15","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"388","2019-10-15","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"389","2019-10-15","Daily Max",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"390","2019-10-15","Daily Mean",NA,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1
"391","2019-10-16","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"392","2019-10-16","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"393","2019-10-16","Hourly",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"394","2019-10-16","Hourly",4,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
"395","2019-10-16","Hourly",5,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
"396","2019-10-16","Hourly",6,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
"397","2019-10-16","Hourly",7,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
"398","2019-10-16","Hourly",8,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
"399","2019-10-16","Hourly",9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"400","2019-10-16","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"401","2019-10-16","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"402","2019-10-16","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"403","2019-10-16","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"404","2019-10-16","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"405","2019-10-16","Hourly",15,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"406","2019-10-16","Hourly",16,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2
"407","2019-10-16","Hourly",17,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2
"408","2019-10-16","Hourly",18,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
"409","2019-10-16","Hourly",19,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
"410","2019-10-16","Hourly",20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"411","2019-10-16","Hourly",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"412","2019-10-16","Hourly",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"413","2019-10-16","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"414","2019-10-16","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"415","2019-10-16","Daily Max",NA,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
"416","2019-10-16","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"417","2019-10-17","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"418","2019-10-17","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"419","2019-10-17","Hourly",3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
"420","2019-10-17","Hourly",4,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2
"421","2019-10-17","Hourly",5,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2
"422","2019-10-17","Hourly",6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2
"423","2019-10-17","Hourly",7,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"424","2019-10-17","Hourly",8,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"425","2019-10-17","Hourly",9,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
"426","2019-10-17","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"427","2019-10-17","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"428","2019-10-17","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"429","2019-10-17","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"430","2019-10-17","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"431","2019-10-17","Hourly",15,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"432","2019-10-17","Hourly",16,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2
"433","2019-10-17","Hourly",17,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2
"434","2019-10-17","Hourly",18,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
"435","2019-10-17","Hourly",19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"436","2019-10-17","Hourly",20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"437","2019-10-17","Hourly",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"438","2019-10-17","Hourly",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"439","2019-10-17","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"440","2019-10-17","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"441","2019-10-17","Daily Max",NA,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2
"442","2019-10-17","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"443","2019-10-18","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"444","2019-10-18","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"445","2019-10-18","Hourly",3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"446","2019-10-18","Hourly",4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"447","2019-10-18","Hourly",5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"448","2019-10-18","Hourly",6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"449","2019-10-18","Hourly",7,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"450","2019-10-18","Hourly",8,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2
"451","2019-10-18","Hourly",9,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"452","2019-10-18","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"453","2019-10-18","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"454","2019-10-18","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"455","2019-10-18","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"456","2019-10-18","Hourly",14,2,2,2,2,2,2,2,4,3,3,3,2,3,2,2,2
"457","2019-10-18","Hourly",15,2,3,3,2,3,3,3,4,4,4,4,4,3,2,3,3
"458","2019-10-18","Hourly",16,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4
"459","2019-10-18","Hourly",17,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
"460","2019-10-18","Hourly",18,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
"461","2019-10-18","Hourly",19,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4
"462","2019-10-18","Hourly",20,4,4,4,3,3,2,3,3,4,3,3,3,2,4,4,4
"463","2019-10-18","Hourly",21,3,3,4,3,2,2,3,3,3,2,2,2,2,4,4,4
"464","2019-10-18","Hourly",22,3,3,3,2,2,2,2,2,3,2,2,2,2,4,3,3
"465","2019-10-18","Hourly",23,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
"466","2019-10-18","Hourly",24,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
"467","2019-10-18","Daily Max",NA,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
"468","2019-10-18","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"469","2019-10-19","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"470","2019-10-19","Hourly",2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"471","2019-10-19","Hourly",3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"472","2019-10-19","Hourly",4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"473","2019-10-19","Hourly",5,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2
"474","2019-10-19","Hourly",6,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2
"475","2019-10-19","Hourly",7,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2
"476","2019-10-19","Hourly",8,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
"477","2019-10-19","Hourly",9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"478","2019-10-19","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"479","2019-10-19","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"480","2019-10-19","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"481","2019-10-19","Hourly",13,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"482","2019-10-19","Hourly",14,2,2,3,2,2,2,2,4,3,2,3,2,3,2,3,2
"483","2019-10-19","Hourly",15,3,2,3,2,2,2,2,4,4,4,4,3,3,2,3,2
"484","2019-10-19","Hourly",16,3,2,3,2,3,4,2,4,4,4,4,3,3,2,3,3
"485","2019-10-19","Hourly",17,3,3,3,2,3,4,2,4,4,4,4,3,3,2,3,3
"486","2019-10-19","Hourly",18,3,3,2,2,3,4,3,4,5,4,4,3,3,2,3,3
"487","2019-10-19","Hourly",19,2,3,2,2,3,3,2,4,4,4,3,3,3,2,3,2
"488","2019-10-19","Hourly",20,2,3,3,2,2,2,2,4,4,3,2,2,2,2,3,2
"489","2019-10-19","Hourly",21,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2
"490","2019-10-19","Hourly",22,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"491","2019-10-19","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"492","2019-10-19","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"493","2019-10-19","Daily Max",NA,3,3,3,2,3,4,3,4,5,4,4,3,3,2,3,3
"494","2019-10-19","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"495","2019-10-20","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"496","2019-10-20","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"497","2019-10-20","Hourly",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"498","2019-10-20","Hourly",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"499","2019-10-20","Hourly",5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"500","2019-10-20","Hourly",6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"501","2019-10-20","Hourly",7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"502","2019-10-20","Hourly",8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"503","2019-10-20","Hourly",9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"504","2019-10-20","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"505","2019-10-20","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"506","2019-10-20","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"507","2019-10-20","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"508","2019-10-20","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"509","2019-10-20","Hourly",15,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"510","2019-10-20","Hourly",16,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3,2
"511","2019-10-20","Hourly",17,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2
"512","2019-10-20","Hourly",18,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2
"513","2019-10-20","Hourly",19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"514","2019-10-20","Hourly",20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"515","2019-10-20","Hourly",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"516","2019-10-20","Hourly",22,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"517","2019-10-20","Hourly",23,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"518","2019-10-20","Hourly",24,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"519","2019-10-20","Daily Max",NA,2,3,2,2,2,2,3,3,3,2,3,3,3,2,3,2
"520","2019-10-20","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"521","2019-10-21","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"522","2019-10-21","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"523","2019-10-21","Hourly",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"524","2019-10-21","Hourly",4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"525","2019-10-21","Hourly",5,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
"526","2019-10-21","Hourly",6,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
"527","2019-10-21","Hourly",7,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
"528","2019-10-21","Hourly",8,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
"529","2019-10-21","Hourly",9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"530","2019-10-21","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"531","2019-10-21","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"532","2019-10-21","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"533","2019-10-21","Hourly",13,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"534","2019-10-21","Hourly",14,2,2,2,2,2,2,2,4,3,3,3,2,2,2,3,3
"535","2019-10-21","Hourly",15,2,2,2,2,2,2,2,4,4,3,3,2,2,2,3,2
"536","2019-10-21","Hourly",16,2,2,2,2,2,2,3,4,4,3,3,2,3,2,3,2
"537","2019-10-21","Hourly",17,2,3,3,2,2,2,3,4,4,2,3,3,3,2,3,2
"538","2019-10-21","Hourly",18,2,3,3,2,2,2,3,3,3,2,3,3,3,3,2,2
"539","2019-10-21","Hourly",19,2,3,3,2,2,2,3,2,2,2,2,3,2,3,3,2
"540","2019-10-21","Hourly",20,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2
"541","2019-10-21","Hourly",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"542","2019-10-21","Hourly",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"543","2019-10-21","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"544","2019-10-21","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"545","2019-10-21","Daily Max",NA,2,3,3,2,2,2,3,4,4,3,3,3,3,3,3,3
"546","2019-10-21","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"547","2019-10-22","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"548","2019-10-22","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"549","2019-10-22","Hourly",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"550","2019-10-22","Hourly",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"551","2019-10-22","Hourly",5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"552","2019-10-22","Hourly",6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"553","2019-10-22","Hourly",7,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
"554","2019-10-22","Hourly",8,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"555","2019-10-22","Hourly",9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"556","2019-10-22","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"557","2019-10-22","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"558","2019-10-22","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"559","2019-10-22","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"560","2019-10-22","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"561","2019-10-22","Hourly",15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"562","2019-10-22","Hourly",16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"563","2019-10-22","Hourly",17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"564","2019-10-22","Hourly",18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"565","2019-10-22","Hourly",19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"566","2019-10-22","Hourly",20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"567","2019-10-22","Hourly",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"568","2019-10-22","Hourly",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"569","2019-10-22","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"570","2019-10-22","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"571","2019-10-22","Daily Max",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"572","2019-10-22","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"573","2019-10-23","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"574","2019-10-23","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"575","2019-10-23","Hourly",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"576","2019-10-23","Hourly",4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"577","2019-10-23","Hourly",5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"578","2019-10-23","Hourly",6,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"579","2019-10-23","Hourly",7,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"580","2019-10-23","Hourly",8,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"581","2019-10-23","Hourly",9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"582","2019-10-23","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"583","2019-10-23","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"584","2019-10-23","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"585","2019-10-23","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"586","2019-10-23","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"587","2019-10-23","Hourly",15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"588","2019-10-23","Hourly",16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"589","2019-10-23","Hourly",17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"590","2019-10-23","Hourly",18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"591","2019-10-23","Hourly",19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"592","2019-10-23","Hourly",20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"593","2019-10-23","Hourly",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"594","2019-10-23","Hourly",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"595","2019-10-23","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"596","2019-10-23","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"597","2019-10-23","Daily Max",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"598","2019-10-23","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"599","2019-10-24","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"600","2019-10-24","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"601","2019-10-24","Hourly",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"602","2019-10-24","Hourly",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"603","2019-10-24","Hourly",5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"604","2019-10-24","Hourly",6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"605","2019-10-24","Hourly",7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"606","2019-10-24","Hourly",8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"607","2019-10-24","Hourly",9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"608","2019-10-24","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"609","2019-10-24","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"610","2019-10-24","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"611","2019-10-24","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"612","2019-10-24","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"613","2019-10-24","Hourly",15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"614","2019-10-24","Hourly",16,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2
"615","2019-10-24","Hourly",17,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2
"616","2019-10-24","Hourly",18,2,2,2,2,2,2,2,2,2,4,2,2,3,3,3,2
"617","2019-10-24","Hourly",19,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2
"618","2019-10-24","Hourly",20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"619","2019-10-24","Hourly",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"620","2019-10-24","Hourly",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"621","2019-10-24","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"622","2019-10-24","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"623","2019-10-24","Daily Max",NA,2,2,2,2,2,2,2,2,3,4,2,2,3,3,3,2
"624","2019-10-24","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"625","2019-10-25","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"626","2019-10-25","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"627","2019-10-25","Hourly",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"628","2019-10-25","Hourly",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"629","2019-10-25","Hourly",5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"630","2019-10-25","Hourly",6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"631","2019-10-25","Hourly",7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"632","2019-10-25","Hourly",8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"633","2019-10-25","Hourly",9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"634","2019-10-25","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"635","2019-10-25","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"636","2019-10-25","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"637","2019-10-25","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"638","2019-10-25","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"639","2019-10-25","Hourly",15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"640","2019-10-25","Hourly",16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"641","2019-10-25","Hourly",17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"642","2019-10-25","Hourly",18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"643","2019-10-25","Hourly",19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"644","2019-10-25","Hourly",20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"645","2019-10-25","Hourly",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"646","2019-10-25","Hourly",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"647","2019-10-25","Hourly",23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"648","2019-10-25","Hourly",24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"649","2019-10-25","Daily Max",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"650","2019-10-25","Daily Mean",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"651","2019-10-26","Hourly",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"652","2019-10-26","Hourly",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"653","2019-10-26","Hourly",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"654","2019-10-26","Hourly",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"655","2019-10-26","Hourly",5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"656","2019-10-26","Hourly",6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"657","2019-10-26","Hourly",7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"658","2019-10-26","Hourly",8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"659","2019-10-26","Hourly",9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"660","2019-10-26","Hourly",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"661","2019-10-26","Hourly",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"662","2019-10-26","Hourly",12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"663","2019-10-26","Hourly",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"664","2019-10-26","Hourly",14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"665","2019-10-26","Hourly",15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"666","2019-10-26","Hourly",16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"667","2019-10-26","Hourly",17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
